ID,q1,q3,V0,c0,T0
46,0.036976154,8.493030352,0.005,0.404587876,0.995
47,1.88858676,8.164051448,0.005,0.01312926,0.995
48,0.802663059,5.596441468,0.005,0.030352708,0.995
49,2.448748165,5.471462036,0.005,0.01015639,0.995
50,0.555616462,3.688002659,0.005,0.043264693,0.995
51,0.849127858,7.556313476,0.005,0.028739523,0.995
52,1.307919768,7.560128087,0.005,0.018848291,0.995
53,1.880196167,2.089147456,0.005,0.013187079,0.995
54,1.159178523,0.168477391,0.005,0.02121552,0.995
55,0.31924001,5.75724866,0.005,0.072962065,0.995
56,0.784202536,4.322806876,0.005,0.031045044,0.995
57,1.259914552,8.750680463,0.005,0.019552407,0.995
58,1.67941859,1.731100436,0.005,0.014740379,0.995
59,1.917998141,3.074658232,0.005,0.012930534,0.995
60,0.33289871,1.999219323,0.005,0.070178548,0.995
61,0.066770798,9.937772784,0.005,0.273412461,0.995
62,1.295993848,2.822640105,0.005,0.019018437,0.995
63,2.016696152,5.933493508,0.005,0.012305495,0.995
64,0.041225041,3.301702345,0.005,0.378679347,0.995
65,1.6760018,4.197744109,0.005,0.014769986,0.995
66,1.71152424,3.63120341,0.005,0.014467872,0.995
67,1.122980613,4.13774295,0.005,0.02188441,0.995
68,2.27633151,0.429564169,0.005,0.01091727,0.995
69,1.606364113,6.39063368,0.005,0.015400421,0.995
70,0.022981369,8.923220454,0.005,0.522286358,0.995
71,1.210141045,7.374527806,0.005,0.020340246,0.995
72,2.138905887,1.37002038,0.005,0.011610565,0.995
73,2.067262774,1.255574812,0.005,0.012008109,0.995
74,1.618238747,5.18319874,0.005,0.01528914,0.995
75,1.679045527,8.632909113,0.005,0.014743606,0.995
76,1.443196371,1.967112679,0.005,0.017111797,0.995
77,0.689114524,5.948053845,0.005,0.035178123,0.995
78,1.398677842,4.634181037,0.005,0.017646837,0.995
79,1.674168348,4.917282437,0.005,0.014785922,0.995
80,0.883122271,1.996690168,0.005,0.027663844,0.995
81,2.130261022,2.764683026,0.005,0.011657133,0.995
82,0.49319312,3.505049509,0.005,0.048475245,0.995
83,1.861440365,7.765551032,0.005,0.013318181,0.995
84,0.727472613,5.439636376,0.005,0.033385181,0.995
85,1.927039129,5.428304878,0.005,0.012870649,0.995
86,1.069692366,1.722470079,0.005,0.022949594,0.995
87,2.011022074,4.382338441,0.005,0.012339787,0.995
88,0.885860415,3.660388558,0.005,0.027580695,0.995
89,0.539411573,8.89231561,0.005,0.044506594,0.995
90,1.910899173,5.705190459,0.005,0.012977947,0.995
91,0.774641038,1.581714313,0.005,0.031416198,0.995
92,1.826568597,4.393967948,0.005,0.013568994,0.995
93,1.854385473,9.09668617,0.005,0.013368172,0.995
94,0.55849642,8.509447645,0.005,0.043051198,0.995
95,0.54044937,2.016246392,0.005,0.044424927,0.995
96,0.502880984,8.52369546,0.005,0.047585821,0.995
97,0.36308023,7.748412397,0.005,0.064722434,0.995
98,0.944198453,5.694918795,0.005,0.025920772,0.995
99,0.075968912,6.17243533,0.005,0.248535956,0.995
100,0.284798247,8.326909828,0.005,0.081070321,0.995
101,1.681189997,8.376674517,0.005,0.014725077,0.995
102,1.991396133,6.516674814,0.005,0.012459884,0.995
103,0.209506845,8.159856198,0.005,0.107085042,0.995
104,0.58402792,0.858652567,0.005,0.041246789,0.995
105,0.524379535,0.712965734,0.005,0.045724098,0.995
106,2.282636281,1.454309249,0.005,0.010887444,0.995
107,1.772237038,4.033585526,0.005,0.013979164,0.995
108,1.382214332,1.174590372,0.005,0.017853276,0.995
109,0.764424187,7.884802532,0.005,0.031822727,0.995
110,2.078298462,0.407618996,0.005,0.011945108,0.995
111,1.088443167,3.345230571,0.005,0.022563158,0.995
112,2.297804767,0.446283176,0.005,0.01081635,0.995
113,1.759198995,6.739259512,0.005,0.01408131,0.995
114,1.194292538,7.634969197,0.005,0.020604604,0.995
115,0.322677604,5.227901923,0.005,0.072240928,0.995
116,2.428086587,1.168476576,0.005,0.01024193,0.995
117,0.405977829,4.629206998,0.005,0.058282131,0.995
118,0.511934039,6.497757309,0.005,0.046783681,0.995
119,1.078225714,6.185380746,0.005,0.022772101,0.995
120,1.011384832,0.35017335,0.005,0.024240593,0.995
121,0.373567576,8.806062874,0.005,0.063019956,0.995
122,1.816841811,3.289505004,0.005,0.013640647,0.995
123,0.477604047,3.078223711,0.005,0.049978407,0.995
124,1.605211013,4.394609657,0.005,0.015411313,0.995
125,1.878745612,3.496756955,0.005,0.013197126,0.995
126,0.532076264,6.23225858,0.005,0.045092503,0.995
127,1.498826401,3.821177917,0.005,0.016487152,0.995
128,1.865423006,7.109783838,0.005,0.013290125,0.995
129,1.591146766,5.622311753,0.005,0.015545417,0.995
130,1.489345385,9.337238593,0.005,0.016590366,0.995
131,0.742038802,4.513356482,0.005,0.032751294,0.995
132,1.822509077,2.30098632,0.005,0.013598807,0.995
133,2.351942281,6.196773797,0.005,0.010570009,0.995
134,1.064301613,0.523177816,0.005,0.023063154,0.995
135,1.947806319,8.416956627,0.005,0.012735172,0.995
136,0.149085899,7.920423188,0.005,0.144224831,0.995
137,2.079332928,3.126415652,0.005,0.011939236,0.995
138,0.486287341,0.78995155,0.005,0.049129822,0.995
139,0.988827675,6.212504653,0.005,0.024779867,0.995
140,0.753431942,0.40357573,0.005,0.032272023,0.995
141,0.208451746,8.046222501,0.005,0.107568759,0.995
142,2.251166486,1.349426203,0.005,0.011037963,0.995
143,0.927033724,7.693936205,0.005,0.02638805,0.995
144,1.324769569,9.643838057,0.005,0.018613021,0.995
145,1.234142011,5.110109275,0.005,0.019952572,0.995
146,0.337420928,9.748118262,0.005,0.069303177,0.995
147,0.521476963,6.577772922,0.005,0.045966903,0.995
148,0.198752989,7.459027663,0.005,0.112228798,0.995
149,1.268344107,1.696387384,0.005,0.019424983,0.995
150,0.657972586,4.77999689,0.005,0.036781868,0.995
151,0.894597708,1.754878756,0.005,0.027318681,0.995
152,0.277725064,6.638670126,0.005,0.082963747,0.995
153,1.961110213,3.954811034,0.005,0.012649871,0.995
154,0.27405486,7.346767226,0.005,0.083981507,0.995
155,2.452031694,2.416575799,0.005,0.010142928,0.995
156,0.448905657,3.629418017,0.005,0.053004156,0.995
157,1.428097711,0.77962089,0.005,0.017289585,0.995
158,0.1211015,5.983514877,0.005,0.171826039,0.995
159,1.960031166,0.236439123,0.005,0.012656747,0.995
160,0.479736826,3.905887432,0.005,0.049767274,0.995
161,1.317848947,5.565052582,0.005,0.018708938,0.995
162,1.843495626,8.946705516,0.005,0.013446079,0.995
163,0.381445836,1.501268937,0.005,0.061798799,0.995
164,1.375283858,7.315351073,0.005,0.017941629,0.995
165,0.546655527,6.612454581,0.005,0.043942736,0.995
166,1.890860524,7.057718569,0.005,0.013113679,0.995
167,1.800976983,1.361578112,0.005,0.013759155,0.995
168,0.447389143,1.130273274,0.005,0.05317427,0.995
169,2.145468003,3.192270904,0.005,0.011575464,0.995
170,0.058991567,2.777512255,0.005,0.298697884,0.995
171,2.141183126,6.146037101,0.005,0.01159836,0.995
172,1.394649085,3.143297831,0.005,0.017696912,0.995
173,1.008953392,2.601131941,0.005,0.02429759,0.995
174,1.889747862,0.16167101,0.005,0.013121299,0.995
175,1.786146568,3.783910374,0.005,0.013871812,0.995
176,2.45603858,2.231508717,0.005,0.010126548,0.995
177,0.69893824,8.451784792,0.005,0.034700845,0.995
178,0.019398585,1.040805898,0.005,0.564313804,0.995
179,2.32368505,1.075723967,0.005,0.01069717,0.995
180,2.135386188,0.142935199,0.005,0.01162948,0.995
181,1.815682267,1.074771319,0.005,0.01364924,0.995
182,1.290064004,7.256539286,0.005,0.019104187,0.995
183,1.761439691,3.858186781,0.005,0.014063649,0.995
184,1.943712949,2.853976114,0.005,0.01276165,0.995
185,0.938731603,6.786046211,0.005,0.02606779,0.995
186,1.918425669,8.911925711,0.005,0.01292769,0.995
187,1.869624601,7.64704462,0.005,0.013260654,0.995
188,1.529192258,7.257959856,0.005,0.016165051,0.995
189,1.005597584,0.485005866,0.005,0.024376698,0.995
190,1.737536817,0.688258166,0.005,0.014254362,0.995
191,0.01771191,6.901673411,0.005,0.586532966,0.995
192,1.929757768,3.122913541,0.005,0.01285275,0.995
193,2.230815825,7.071651534,0.005,0.011137536,0.995
194,0.602889633,6.403186218,0.005,0.04000799,0.995
195,0.309193113,7.466274742,0.005,0.07515471,0.995
196,0.555739743,5.897950811,0.005,0.04325551,0.995
197,0.758425676,3.215988833,0.005,0.032066347,0.995
198,2.197647663,2.121140886,0.005,0.01130373,0.995
199,1.355660712,3.594243873,0.005,0.018196608,0.995
200,0.720310102,6.989163803,0.005,0.033705962,0.995
201,0.352765053,3.027194981,0.005,0.066489145,0.995
202,0.728814682,8.552533542,0.005,0.033325752,0.995
203,1.530827065,1.488540503,0.005,0.016148067,0.995
204,0.813032847,1.185687074,0.005,0.029977181,0.995
205,1.143081121,2.747823451,0.005,0.021507861,0.995
206,1.110272236,4.508684936,0.005,0.02212936,0.995
207,2.061653338,4.787844102,0.005,0.012040388,0.995
208,1.066250771,6.205145357,0.005,0.023021964,0.995
209,0.866447115,0.948659102,0.005,0.028181243,0.995
210,1.682199753,8.611360329,0.005,0.014716368,0.995
211,0.558707881,3.749127356,0.005,0.043035605,0.995
212,1.167572179,6.072932389,0.005,0.021066215,0.995
213,0.789812219,4.272210993,0.005,0.030831343,0.995
214,1.562995379,5.694025628,0.005,0.015820978,0.995
215,2.183605465,7.593018727,0.005,0.011375594,0.995
216,1.119121377,3.634686432,0.005,0.021958221,0.995
217,1.95344398,5.908437459,0.005,0.012698885,0.995
218,1.142103819,3.778596422,0.005,0.021525869,0.995
219,1.635766949,7.755650334,0.005,0.015127786,0.995
220,0.336627734,4.489062088,0.005,0.069455134,0.995
221,1.082684486,8.831088667,0.005,0.022680447,0.995
222,2.262763334,5.619968098,0.005,0.010982014,0.995
223,1.510036192,4.903268341,0.005,0.016366762,0.995
224,1.909635876,1.905913299,0.005,0.012986421,0.995
225,1.260364054,0.474865672,0.005,0.01954557,0.995
226,1.243901526,3.63318189,0.005,0.019799126,0.995
227,2.098231408,0.314107179,0.005,0.011832974,0.995
228,0.177987421,9.82484514,0.005,0.123702678,0.995
229,1.430246043,7.169704469,0.005,0.017264063,0.995
230,2.345635062,2.952449515,0.005,0.010598129,0.995
231,1.29296574,8.53940265,0.005,0.019062129,0.995
232,0.491776828,7.165525657,0.005,0.048608065,0.995
233,2.110716582,0.334313507,0.005,0.011763804,0.995
234,0.633420169,1.759359692,0.005,0.038153198,0.995
235,1.74600474,1.869301319,0.005,0.01418621,0.995
236,1.348462544,3.681471462,0.005,0.018291966,0.995
237,2.360682304,0.361965762,0.005,0.010531287,0.995
238,1.556754963,6.223608615,0.005,0.015883391,0.995
239,2.086037764,4.234476678,0.005,0.011901319,0.995
240,0.029653202,8.969436974,0.005,0.458674051,0.995
241,2.461027845,2.499737385,0.005,0.010106226,0.995
242,0.202532966,6.405129971,0.005,0.110365384,0.995
243,0.808055636,0.202661224,0.005,0.030156257,0.995
244,2.354033128,5.926037521,0.005,0.010560719,0.995
245,0.032146065,9.527580427,0.005,0.438709368,0.995
246,2.048261909,6.938641346,0.005,0.012118153,0.995
247,2.143597738,7.605452927,0.005,0.011585446,0.995
248,1.099653215,0.604933926,0.005,0.022338283,0.995
249,0.643592653,3.054437693,0.005,0.037572815,0.995
250,1.998612865,0.556798502,0.005,0.012415452,0.995
